"","PERMVIT","MONTH","ROUTE","SP_JUR","HARM_EV","RELJCT2","TYP_INT","WRK_ZONE","REL_ROAD","LGT_COND","WEATHER","FATALS","STATE","A_RU","A_INTER","A_TOD","A_DOW","A_CT","A_MC","A_SPCRA","A_PED","A_ROLL","A_POLPUR","A_POSBAC","A_D15_20","A_D65PLS","A_D21_24","A_HR","A_DIST","A_DROWSY","drunkDr"
"5353",4,3,1,0,24,1,1,0,3,2,1,2,12,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1
"5354",3,3,3,0,12,1,1,0,1,1,1,1,12,2,2,1,1,2,2,2,2,1,2,3,2,2,2,2,2,2,0
"5355",2,3,3,0,1,1,1,0,3,1,10,1,12,2,2,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"5356",1,3,6,0,33,1,1,0,4,5,1,1,12,1,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,0
"5357",1,3,3,0,31,1,1,0,4,3,1,1,12,2,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,0
"5358",2,1,3,0,8,1,1,0,1,3,1,1,12,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5359",3,1,1,0,1,1,1,0,4,3,1,1,12,2,1,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"5360",3,1,3,0,12,8,1,0,1,1,1,1,12,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"5361",1,1,6,0,43,1,1,0,4,3,1,1,12,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"5362",1,4,4,0,42,1,1,0,5,2,5,1,12,1,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,2,0
"5363",2,1,6,0,12,2,2,0,1,3,1,1,12,1,2,2,1,2,1,2,2,2,2,3,2,2,1,2,2,2,0
"5364",1,1,2,0,8,8,1,0,1,2,10,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5365",2,1,2,0,12,2,2,0,1,3,1,1,12,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"5366",1,1,3,0,9,3,2,0,1,3,1,1,12,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"5367",4,2,3,0,33,1,1,0,3,3,1,1,12,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1
"5368",3,2,8,0,12,2,3,0,1,3,1,1,12,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1
"5369",4,2,6,0,8,1,1,0,1,1,1,1,12,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5370",1,2,8,0,1,1,1,0,4,2,1,1,12,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"5371",4,2,3,0,12,8,1,0,1,1,1,1,12,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"5372",3,2,1,0,12,1,1,4,1,1,1,1,12,1,1,1,1,2,2,2,2,2,2,3,2,1,2,2,1,2,0
"5373",3,2,6,0,33,1,1,0,3,3,1,1,12,2,2,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,0
"5374",1,2,3,0,8,1,1,0,1,2,2,1,12,2,2,2,2,1,2,2,1,2,2,3,2,1,2,2,2,2,0
"5375",3,3,3,0,12,2,2,0,1,3,1,1,12,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,2,2,0
"5376",2,3,6,0,12,1,1,0,1,1,1,1,12,2,2,1,2,2,2,2,2,1,2,3,1,2,2,2,2,2,0
"5377",2,3,2,0,8,3,2,0,1,3,1,1,12,2,2,2,1,2,2,2,1,2,2,3,2,2,1,2,2,2,0
"5378",2,3,2,0,12,2,2,0,1,1,1,1,12,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,0
"5379",2,3,6,0,8,1,1,0,1,1,10,1,12,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5380",5,1,5,0,12,1,1,0,1,1,1,1,12,2,2,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,0
"5381",3,2,6,0,1,3,3,0,1,1,1,1,12,2,2,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,0
"5382",3,3,3,0,12,2,2,0,1,3,10,1,12,2,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2,0
"5383",1,3,2,0,8,1,1,0,1,2,1,1,12,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5384",1,3,4,0,35,1,1,0,4,2,10,1,12,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,0
"5385",1,3,4,0,33,1,1,0,4,3,1,1,12,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"5386",1,3,1,0,8,1,1,0,1,3,10,1,12,2,1,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5387",2,3,3,0,12,2,3,0,1,4,1,1,12,1,2,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,0
"5388",1,3,3,0,32,1,1,0,4,2,10,1,12,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1
"5389",3,3,2,0,12,1,1,0,1,1,1,1,12,1,2,1,1,2,1,2,2,1,2,3,2,2,2,2,2,2,0
"5390",1,3,2,0,31,1,1,0,4,2,1,1,12,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"5391",2,3,4,0,8,2,2,0,1,3,1,1,12,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,0
"5392",1,3,6,0,24,1,1,0,4,3,1,1,12,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1
"5393",1,3,4,0,1,1,1,0,4,1,1,1,12,1,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"5394",2,3,6,0,43,1,1,0,5,2,1,1,12,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1
"5395",6,3,2,0,24,1,1,0,3,1,1,1,12,2,2,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2,0
"5396",4,3,3,0,12,1,1,0,1,1,1,1,12,2,2,1,1,2,2,2,2,1,2,3,2,1,2,2,2,2,0
"5397",4,3,2,0,12,3,2,4,1,3,1,2,12,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1
"5398",1,3,3,0,8,2,3,0,1,3,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5399",3,3,2,0,12,2,2,0,1,3,1,1,12,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,0
"5400",3,3,3,0,12,2,2,0,1,1,1,1,12,2,2,1,1,2,1,2,2,2,2,3,2,1,1,2,1,2,0
"5401",2,3,3,0,12,1,1,0,1,1,5,1,12,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"5402",4,3,6,0,12,1,1,0,1,1,1,1,12,1,2,1,2,3,2,2,2,2,2,3,2,1,2,2,2,2,0
"5403",2,3,3,0,33,1,1,0,3,3,1,2,12,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1
"5404",6,3,3,0,12,2,3,0,1,1,1,2,12,2,2,1,1,3,2,2,2,2,2,3,2,1,2,2,2,2,0
"5405",1,3,3,0,8,2,3,0,1,3,1,1,12,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5406",2,3,2,0,8,1,1,0,1,2,1,1,12,2,2,2,1,2,1,2,1,2,2,3,2,2,2,2,2,2,0
"5407",4,3,2,0,1,2,3,0,1,2,10,1,12,2,2,2,2,3,1,2,2,2,2,3,1,2,2,2,2,2,0
"5408",1,3,3,0,8,1,1,0,1,2,1,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5409",7,3,1,0,1,5,1,0,1,1,1,2,12,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"5410",1,3,3,0,8,3,2,0,1,2,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5411",7,3,2,0,18,1,1,0,1,2,5,4,12,1,2,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2,0
"5412",5,3,2,0,12,8,1,0,1,2,5,2,12,2,2,1,1,3,2,2,2,2,2,3,2,1,2,2,2,2,1
"5413",1,3,4,0,38,1,1,0,5,3,1,1,12,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"5414",5,3,2,0,12,3,3,0,1,1,1,1,12,2,2,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,0
"5415",3,3,6,0,12,1,1,0,1,2,1,1,12,2,2,2,2,2,2,2,2,1,2,3,1,2,2,2,1,2,0
"5416",3,3,8,0,24,1,1,0,4,2,10,1,12,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1
"5417",1,3,6,0,42,3,2,0,4,1,1,1,12,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,1,2,1
"5418",6,3,2,0,12,1,1,0,1,1,1,1,12,2,2,1,1,3,2,2,2,1,2,3,2,1,1,2,2,2,0
"5419",1,3,1,0,42,1,1,0,4,1,10,1,12,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"5420",1,1,1,0,1,1,1,0,1,1,1,1,12,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"5421",1,2,3,0,8,3,2,0,1,3,1,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5422",3,3,6,0,12,2,2,0,1,3,1,1,12,2,2,2,1,2,2,2,2,2,2,3,1,1,2,2,2,2,0
"5423",2,3,1,0,12,18,1,0,1,3,10,1,12,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1
"5424",5,3,1,0,1,5,1,0,4,1,2,1,12,2,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,2,0
"5425",2,3,2,0,12,3,2,0,1,3,10,1,12,2,2,2,1,2,1,2,2,2,2,3,1,2,2,2,1,2,0
"5426",1,3,6,0,1,2,2,0,1,3,1,1,12,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"5427",2,3,3,0,1,1,1,0,3,1,10,1,12,2,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"5428",3,3,8,0,12,2,2,0,1,2,1,1,12,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0
"5429",2,3,3,0,12,1,1,0,1,2,5,1,12,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,0
"5430",3,3,2,0,12,1,1,0,1,1,1,1,12,2,2,1,2,2,1,2,2,2,2,3,1,1,2,2,1,2,0
"5431",3,3,3,0,12,2,2,0,1,1,10,1,12,1,2,1,2,2,2,2,2,1,2,3,1,2,2,2,2,2,0
"5432",5,3,3,0,9,1,1,0,1,1,1,1,12,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"5433",2,3,4,0,12,2,2,0,1,1,1,1,12,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"5434",1,3,3,0,33,1,1,0,3,3,10,1,12,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1
"5435",5,3,2,0,12,1,1,0,1,1,2,1,12,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"5436",1,3,1,0,1,1,1,0,4,2,10,1,12,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,0
"5437",1,1,2,0,9,1,1,0,1,3,1,1,12,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"5438",8,1,6,0,12,2,3,0,1,2,1,1,12,2,2,2,2,3,1,2,2,2,2,3,1,2,1,2,2,2,0
"5439",1,1,6,0,33,1,1,0,4,3,1,1,12,2,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,0
"5440",1,1,2,0,9,1,1,0,1,2,1,1,12,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"5441",4,1,3,0,12,2,3,0,1,3,1,1,12,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,2,2,0
"5442",1,1,2,0,8,1,1,0,1,2,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5443",3,1,3,3,12,2,2,0,1,1,1,1,12,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"5444",4,1,2,0,12,1,1,0,1,1,10,1,12,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"5445",5,1,3,0,12,2,2,0,1,3,1,1,12,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"5446",1,1,2,0,8,3,2,0,1,1,1,1,12,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5447",2,1,3,0,9,1,1,0,1,3,1,1,12,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,2,0
"5448",1,2,3,0,8,1,1,0,1,1,1,1,12,2,2,1,1,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"5449",1,2,6,0,30,3,10,0,4,1,1,1,12,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1
"5450",6,2,4,0,12,2,2,0,1,2,1,1,12,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"5451",2,3,2,0,12,2,3,0,1,1,1,1,12,2,2,1,1,2,1,2,2,2,2,3,2,1,1,2,2,2,0
"5452",1,3,6,0,8,2,2,0,1,6,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5453",1,3,3,0,8,2,2,0,1,3,10,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,1,2,2,2,0
"5454",2,3,2,0,12,2,3,0,1,4,5,1,12,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"5455",1,3,3,0,8,3,2,0,1,2,1,1,12,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1
"5456",3,3,2,0,12,1,1,0,1,5,2,1,12,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,0
"5457",2,3,2,0,12,1,1,0,1,2,1,1,12,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1
"5458",2,3,4,0,12,1,1,0,1,1,1,2,12,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,0
"5459",3,3,1,0,1,1,1,0,4,2,1,1,12,2,1,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"5460",3,3,3,0,12,2,2,0,1,3,1,2,12,2,2,2,1,3,1,2,2,2,2,3,2,1,2,2,2,2,0
"5461",1,3,3,0,8,1,1,0,1,3,10,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5462",3,3,4,0,12,1,1,0,1,2,10,2,12,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"5463",2,3,3,0,12,1,1,0,1,1,1,1,12,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"5464",1,3,2,0,8,1,1,0,1,4,1,1,12,2,2,1,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5465",1,4,3,0,1,1,1,0,3,1,1,1,12,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,0
"5466",3,4,3,0,12,2,3,0,1,1,1,2,12,2,2,1,1,2,2,2,2,2,2,3,2,1,1,2,2,2,0
"5467",4,4,4,0,42,1,1,0,3,2,1,1,12,1,2,2,2,1,2,2,2,2,2,3,1,2,2,2,2,2,0
"5468",2,2,6,0,12,2,2,0,1,1,10,1,12,2,2,1,1,2,2,2,2,2,2,3,1,1,2,2,2,2,0
"5469",2,3,3,0,12,3,3,0,1,1,1,1,12,1,2,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,0
"5470",2,3,2,0,8,1,1,0,1,3,1,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5471",3,3,3,0,12,8,1,0,1,1,10,1,12,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,0
"5472",1,3,3,0,24,1,1,0,4,1,10,1,12,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,0
"5473",3,3,3,0,12,1,1,0,1,1,2,1,12,1,2,1,1,3,2,2,2,2,2,3,2,1,2,2,2,2,0
"5474",1,3,6,0,9,1,1,0,1,1,1,1,12,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"5475",1,3,4,0,9,2,3,0,1,1,1,1,12,2,2,1,1,1,2,2,2,2,2,3,2,1,2,2,1,2,0
"5476",1,4,6,0,8,1,1,0,1,2,1,1,12,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0
"5477",2,1,2,0,12,1,1,0,1,1,1,1,12,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"5478",1,2,3,0,9,1,1,0,2,3,1,1,12,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,0
"5479",4,2,3,0,12,3,2,0,1,1,1,1,12,2,2,1,2,2,1,2,2,2,2,3,1,1,2,2,2,2,0
"5480",2,2,4,0,32,1,1,0,4,2,1,1,12,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1
"5481",2,3,3,0,12,2,2,0,1,3,1,1,12,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"5482",1,3,3,3,1,1,1,0,4,1,1,1,12,1,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"5483",5,3,4,0,12,2,2,0,1,3,1,1,12,1,2,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2,0
"5484",4,3,3,0,1,1,1,0,1,1,1,1,12,2,2,1,2,2,1,2,2,2,2,3,2,1,2,2,2,2,0
"5485",4,3,1,0,12,1,1,0,1,2,1,2,12,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,0
"5486",1,3,3,0,8,3,2,0,1,3,2,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5487",1,3,2,0,1,1,1,0,4,1,1,1,12,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,0
"5488",1,3,6,0,8,1,1,0,1,1,1,1,12,2,2,1,1,1,2,2,1,2,2,3,2,1,2,2,2,2,0
"5489",1,3,3,0,1,1,1,0,4,5,1,1,12,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1
"5490",4,3,3,0,12,1,1,0,1,1,1,1,12,2,2,1,1,3,2,2,2,2,2,3,1,1,2,2,2,2,0
"5491",2,4,2,0,12,3,3,0,1,1,1,1,12,2,2,1,1,2,1,2,2,2,2,3,2,1,2,2,1,2,0
"5492",2,4,3,0,24,1,1,0,4,1,1,1,12,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1
"5493",4,4,1,0,12,1,1,0,1,3,1,1,12,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1
"5494",1,4,3,0,1,1,1,0,4,1,1,1,12,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"5495",1,4,1,0,42,1,1,0,4,3,1,1,12,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1
"5496",1,4,3,0,24,5,1,0,4,3,1,1,12,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"5497",1,4,1,0,1,1,1,4,4,1,1,1,12,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,0
"5498",2,4,3,0,38,1,1,0,5,1,1,1,12,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"5499",2,4,2,0,8,1,1,0,1,3,2,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"5500",2,4,4,0,12,2,3,0,1,2,1,1,12,2,2,1,1,2,1,2,2,2,2,3,2,2,1,2,2,2,0
"5501",1,4,6,0,34,1,1,0,4,3,1,1,12,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"5502",3,3,2,0,8,1,1,0,1,3,1,1,12,2,2,2,1,1,2,2,1,2,2,3,1,2,2,2,2,2,0
"5503",1,4,6,0,33,1,1,0,4,3,1,1,12,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"5504",2,1,3,0,8,1,1,0,1,4,1,1,12,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5505",1,3,4,0,35,1,1,0,4,2,1,1,12,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"5506",4,3,8,0,5,1,1,0,1,1,1,1,12,1,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"5507",2,3,6,0,12,2,2,0,1,3,1,1,12,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1
"5508",1,3,8,0,59,1,1,0,4,2,10,1,12,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"5509",4,3,8,0,12,2,2,0,1,1,1,1,12,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1
"5510",8,3,1,0,12,1,1,0,1,1,1,1,12,2,1,1,1,3,2,2,2,2,2,2,2,1,1,2,1,2,0
"5511",1,4,6,0,1,1,1,0,4,2,1,1,12,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"5512",1,4,2,0,8,3,2,0,1,1,1,1,12,2,2,1,2,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"5513",3,4,4,0,35,1,1,0,4,2,1,1,12,2,2,2,2,1,2,1,2,1,2,3,1,2,2,2,2,2,0
"5514",3,4,1,0,12,1,1,4,1,2,1,1,12,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"5515",2,4,3,0,1,8,1,0,1,1,10,1,12,2,2,1,1,2,1,2,2,2,2,3,2,2,2,2,1,2,0
"5516",4,4,3,0,12,2,2,0,1,1,1,1,12,2,2,2,2,3,2,2,2,2,2,1,2,1,2,2,2,2,1
"5517",1,4,2,0,9,2,3,4,1,1,1,1,12,2,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"5518",1,4,6,0,33,1,1,0,4,1,2,1,12,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1
"5519",1,4,4,0,8,1,1,0,1,2,1,1,12,1,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5520",4,3,2,0,12,1,1,0,1,3,1,1,12,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,0
"5521",1,4,3,0,30,1,1,0,4,3,1,1,12,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"5522",1,4,2,0,33,1,1,0,4,1,1,1,12,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"5523",2,4,6,0,9,1,1,0,1,2,1,1,12,2,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2,0
"5524",4,3,1,0,12,1,1,0,1,1,1,1,12,2,1,1,1,3,2,2,2,1,2,3,2,1,2,2,2,2,0
"5525",3,4,2,0,12,2,3,0,1,3,1,1,12,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1
"5526",1,4,3,0,9,2,2,0,1,3,10,1,12,2,2,2,1,1,2,2,2,2,2,3,2,1,2,2,2,2,0
"5527",2,4,3,0,8,3,2,0,1,2,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,1,2,2,2,0
"5528",1,4,3,0,8,1,1,0,1,3,1,1,12,2,2,2,1,1,2,2,1,2,2,3,1,2,2,2,2,2,0
"5529",4,4,3,0,12,1,1,0,1,1,1,1,12,1,2,1,1,3,2,1,2,2,2,3,2,2,2,2,2,2,0
"5530",1,4,8,0,42,1,1,0,4,3,1,1,12,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"5531",2,4,2,0,8,3,3,0,1,3,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5532",1,4,2,0,8,1,1,0,1,3,2,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5533",3,3,2,0,12,1,1,0,1,3,1,1,12,2,2,2,2,2,2,2,1,2,2,3,2,2,1,2,2,2,1
"5534",6,3,3,0,12,1,1,0,1,1,1,1,12,1,2,2,2,3,2,2,2,1,2,3,1,2,2,2,2,2,0
"5535",6,1,3,0,12,1,1,0,1,1,1,1,12,1,2,1,1,3,2,2,2,2,2,3,2,1,1,2,1,2,0
"5536",2,3,6,0,12,1,1,0,1,5,1,1,12,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"5537",1,1,3,0,8,3,2,0,1,3,10,1,12,2,2,2,2,1,2,2,1,2,2,3,2,1,2,2,2,2,0
"5538",2,3,2,0,8,1,1,0,1,4,10,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5539",2,4,8,0,12,1,1,0,1,3,1,1,12,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,1
"5540",1,4,3,0,9,1,1,0,1,3,10,1,12,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1
"5541",1,4,6,0,8,1,1,0,1,2,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5542",1,4,8,0,33,1,1,0,4,3,1,1,12,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0
"5543",4,3,1,0,12,3,3,0,1,3,1,1,12,2,2,2,1,2,2,2,2,2,2,3,2,1,1,2,1,2,0
"5544",1,4,3,0,8,1,1,0,1,3,1,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"5545",2,4,3,0,42,5,1,0,4,1,1,1,12,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,0
"5546",1,1,2,0,24,1,1,0,4,2,1,1,12,1,2,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"5547",6,4,1,0,12,1,1,0,1,2,1,1,12,1,1,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,1
"5548",2,3,3,0,12,1,1,0,1,1,1,1,12,1,2,1,1,2,2,2,2,1,2,3,2,1,1,2,2,2,0
"5549",2,4,3,0,35,3,3,0,4,2,1,2,12,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1
"5550",1,4,2,0,8,1,1,0,1,2,1,1,12,1,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"5551",3,4,3,0,12,3,2,0,1,4,1,2,12,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,0
"5552",3,4,3,0,12,1,1,0,1,1,1,2,12,2,2,1,1,2,2,2,2,1,2,3,2,1,2,2,2,2,0
"5553",2,4,3,0,12,1,1,0,1,2,1,1,12,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1
"5554",1,4,2,0,1,1,1,0,3,3,10,1,12,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"5555",2,4,8,0,12,2,3,0,1,1,1,1,12,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"5556",2,4,3,0,33,1,1,0,4,3,1,1,12,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,2,0
"5557",3,4,3,0,12,2,2,0,1,1,10,1,12,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"5558",2,4,1,0,12,18,1,0,1,3,10,1,12,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1
"5559",2,4,3,0,12,2,2,0,1,3,1,1,12,2,2,2,1,2,1,2,2,2,2,3,2,2,1,2,2,2,0
"5560",1,4,6,0,30,1,1,0,4,4,1,1,12,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"5561",3,2,3,0,12,1,1,0,1,2,1,2,12,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1
