"","PERMVIT","MONTH","ROUTE","SP_JUR","HARM_EV","RELJCT2","TYP_INT","WRK_ZONE","REL_ROAD","LGT_COND","WEATHER","FATALS","STATE","A_RU","A_INTER","A_TOD","A_DOW","A_CT","A_MC","A_SPCRA","A_PED","A_ROLL","A_POLPUR","A_POSBAC","A_D15_20","A_D65PLS","A_D21_24","A_HR","A_DIST","A_DROWSY","drunkDr"
"11264",1,5,6,0,42,1,1,0,6,2,1,1,23,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"11265",1,5,3,0,30,1,1,0,4,1,1,1,23,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1
"11266",1,4,3,0,11,1,1,0,4,1,1,1,23,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"11267",1,5,3,0,1,1,1,0,4,2,10,1,23,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"11268",1,5,6,0,42,3,3,0,6,3,1,1,23,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1
"11269",1,5,6,0,34,1,1,0,4,1,10,1,23,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,0
"11270",1,5,1,0,59,1,1,0,4,1,1,1,23,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,0
"11271",1,5,6,0,24,1,1,0,4,1,1,1,23,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0
"11272",1,5,2,0,8,3,2,0,1,5,1,1,23,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,0
"11273",1,5,2,0,11,1,1,0,1,2,1,1,23,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
"11274",1,6,6,0,42,1,1,0,6,1,1,1,23,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"11275",3,6,3,0,12,1,1,0,1,1,1,1,23,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,0
"11276",1,6,6,0,1,1,1,0,6,5,1,1,23,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1
"11277",4,6,1,0,12,7,1,0,1,1,1,1,23,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0
"11278",2,6,3,0,18,1,1,0,1,1,2,1,23,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"11279",5,6,3,0,12,1,1,0,1,1,1,1,23,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,0
"11280",2,6,1,0,24,1,1,0,4,1,1,1,23,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"11281",1,6,6,0,42,1,1,0,6,1,2,1,23,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"11282",3,6,6,0,30,1,1,0,4,2,1,1,23,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1
"11283",4,6,3,0,12,1,1,2,1,1,1,1,23,2,2,1,1,2,1,2,2,2,2,3,2,1,1,2,1,2,0
"11284",3,7,3,0,12,1,1,0,1,1,1,1,23,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0
"11285",1,7,2,0,42,1,1,0,6,1,1,1,23,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,0
"11286",2,7,6,0,42,1,1,0,5,2,1,2,23,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1
"11287",2,7,6,0,42,1,1,0,6,1,1,1,23,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1
"11288",1,7,3,0,34,1,1,0,4,1,1,1,23,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
"11289",1,7,3,0,8,1,1,0,1,2,1,1,23,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,0
"11290",1,7,6,0,32,1,1,0,6,1,1,1,23,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1
"11291",4,7,6,0,34,1,1,0,4,5,1,1,23,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1
"11292",1,7,6,0,1,1,1,0,5,1,10,1,23,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1
"11293",5,7,1,0,12,1,1,0,1,1,1,1,23,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,0
"11294",1,7,6,0,1,1,1,0,1,2,1,1,23,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"11295",1,7,6,0,1,1,1,0,5,1,2,1,23,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1
"11296",2,7,6,0,43,1,1,0,6,3,1,1,23,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1
"11297",3,7,3,0,12,1,1,0,1,1,10,1,23,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,0
"11298",2,7,6,0,42,1,1,0,6,1,10,1,23,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1
"11299",1,7,3,0,11,1,1,0,1,2,1,1,23,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"11300",3,8,3,0,35,1,1,0,4,1,1,1,23,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"11301",2,8,3,0,12,1,1,0,1,1,1,1,23,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1
"11302",1,8,3,0,34,1,1,0,4,2,1,1,23,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1
"11303",1,5,2,0,30,1,1,0,4,1,1,1,23,1,2,1,1,1,2,2,2,2,2,3,2,1,2,2,2,2,0
"11304",1,8,6,0,8,1,1,0,4,3,1,1,23,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1
"11305",1,8,3,0,8,1,1,0,1,1,1,1,23,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,0
"11306",1,9,2,0,33,1,1,0,4,1,1,1,23,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,0
"11307",1,8,3,0,30,3,4,4,4,1,1,1,23,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"11308",1,8,3,0,35,1,1,0,4,1,1,1,23,1,2,1,1,1,2,1,2,2,2,3,2,2,2,2,2,2,0
"11309",3,8,2,0,42,1,1,0,6,1,1,1,23,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,0
"11310",1,8,3,0,24,1,1,0,4,1,1,1,23,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1
"11311",3,8,3,0,30,1,1,0,4,4,10,1,23,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,0
"11312",6,8,3,0,12,2,2,0,1,2,1,1,23,1,2,2,2,2,2,2,2,1,2,3,1,2,2,2,2,2,0
"11313",1,8,6,0,35,1,1,0,4,2,1,1,23,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1
"11314",3,8,6,0,42,1,1,0,6,2,1,3,23,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1
"11315",1,8,6,0,42,3,4,0,4,1,1,1,23,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1
"11316",5,8,2,0,12,2,3,0,1,1,1,1,23,1,2,2,1,3,2,2,2,2,2,3,2,1,2,2,2,2,0
"11317",1,8,3,0,34,1,1,0,4,1,2,1,23,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1
"11318",2,8,2,0,12,3,3,0,1,1,1,1,23,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0
"11319",1,8,1,0,1,1,1,0,6,1,1,1,23,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1
"11320",1,8,3,0,30,1,1,0,4,2,1,1,23,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1
"11321",5,9,1,0,12,1,1,0,1,1,1,1,23,1,2,1,2,2,1,1,2,2,2,3,2,2,1,2,2,2,0
"11322",3,9,3,0,12,1,1,0,1,1,1,2,23,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1
"11323",1,9,2,0,8,1,1,0,1,2,1,1,23,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1
"11324",1,9,6,0,1,3,3,0,6,2,10,1,23,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1
"11325",1,9,3,0,14,1,1,0,2,2,1,1,23,1,2,2,2,1,2,2,1,2,2,3,2,2,2,1,1,2,0
"11326",3,11,2,0,12,1,1,0,1,2,1,1,23,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"11327",3,9,2,0,12,2,2,0,1,1,1,2,23,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1
"11328",4,9,6,0,42,1,1,0,4,1,1,1,23,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1
"11329",1,10,2,0,43,1,1,0,4,1,1,1,23,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"11330",1,9,6,0,33,3,2,0,4,3,1,1,23,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1
"11331",1,10,6,0,35,1,1,0,4,1,1,1,23,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1
"11332",8,10,2,0,12,1,1,0,1,1,1,1,23,1,2,1,2,3,2,2,2,2,2,3,2,1,2,2,2,2,0
"11333",1,9,3,0,42,1,1,0,4,1,1,1,23,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"11334",1,10,3,0,42,1,1,0,4,1,1,1,23,1,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,0
"11335",2,10,5,0,12,1,1,0,1,1,1,1,23,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"11336",2,9,3,0,12,2,3,0,1,1,10,1,23,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,1
"11337",2,10,3,0,12,1,1,0,1,1,1,1,23,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1
"11338",2,9,6,0,35,1,1,0,4,1,1,1,23,1,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,0
"11339",1,10,2,0,8,2,2,0,1,3,1,1,23,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1
"11340",2,10,3,0,12,1,1,0,1,2,1,1,23,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1
"11341",1,10,1,0,42,1,1,0,4,2,10,1,23,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"11342",3,10,2,0,12,1,1,0,1,1,2,1,23,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,1,0
"11343",4,8,3,0,12,2,4,0,1,1,1,1,23,1,2,1,1,3,2,2,2,2,2,3,2,1,2,2,2,2,0
"11344",2,12,3,0,8,1,1,0,1,4,1,1,23,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1
"11345",2,11,1,0,1,1,1,0,4,1,1,1,23,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"11346",1,11,1,0,1,1,1,0,3,2,1,1,23,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,0
"11347",4,12,3,0,12,1,1,0,1,1,1,1,23,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"11348",1,9,3,0,35,1,1,0,4,1,10,1,23,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1
"11349",4,11,6,0,30,1,1,0,4,2,1,1,23,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1
"11350",1,11,6,0,42,1,1,0,6,2,2,1,23,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1
"11351",1,11,2,0,34,1,1,0,4,4,1,1,23,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"11352",3,11,3,0,42,3,4,0,6,2,10,1,23,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1
"11353",1,11,2,0,8,1,1,0,1,2,1,1,23,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,0
"11354",2,11,6,0,12,2,2,0,1,3,1,1,23,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1
"11355",5,11,2,0,12,8,1,0,1,1,1,1,23,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"11356",1,11,2,0,33,1,1,0,4,2,1,1,23,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1
"11357",1,11,3,0,8,1,1,0,1,3,1,1,23,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"11358",1,11,6,0,1,1,1,0,4,2,1,1,23,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1
"11359",2,11,2,0,12,1,1,0,1,1,4,1,23,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,1
"11360",1,11,3,0,8,1,1,0,1,2,1,1,23,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,0
"11361",1,12,3,0,32,1,1,0,6,2,1,1,23,1,2,1,2,1,2,2,2,2,2,3,2,1,2,2,2,2,0
"11362",3,12,3,0,12,8,1,0,1,1,1,1,23,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"11363",2,12,3,0,12,1,1,0,1,1,1,1,23,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,0
"11364",2,12,6,0,1,1,1,0,4,2,1,1,23,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1
"11365",1,12,8,0,35,1,1,0,4,1,10,1,23,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,0
"11366",1,12,6,0,8,1,1,0,1,3,2,1,23,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,0
"11367",3,12,1,0,1,1,1,0,5,2,3,1,23,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,0
"11368",1,12,3,0,1,1,1,0,4,2,3,1,23,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1
"11369",2,12,3,0,8,4,1,0,1,3,4,1,23,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,0
"11370",1,1,3,0,35,1,1,0,4,2,1,1,24,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"11371",1,1,3,0,30,1,1,0,4,3,1,1,24,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1
"11372",1,1,3,0,8,2,2,0,1,2,1,1,24,2,2,1,1,1,2,2,1,2,2,3,2,1,2,2,2,2,0
"11373",1,1,1,0,8,1,1,0,1,2,1,1,24,1,1,2,1,2,2,2,1,2,2,3,2,2,2,2,2,2,0
"11374",1,1,4,0,1,1,1,0,6,1,1,1,24,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"11375",1,1,4,0,35,1,1,0,4,1,1,1,24,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0
"11376",1,1,4,0,33,1,1,0,4,3,1,1,24,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1
"11377",1,1,4,0,33,1,1,0,4,1,3,1,24,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"11378",5,1,3,0,24,1,1,0,4,1,3,1,24,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,0
"11379",2,1,3,0,11,1,1,0,1,2,1,1,24,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"11380",2,1,4,0,12,8,1,0,1,1,4,1,24,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,1,2,0
"11381",1,1,3,0,24,1,1,0,4,1,10,1,24,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,0
"11382",2,1,3,0,12,1,1,0,1,1,4,1,24,1,2,1,1,2,2,1,2,2,2,3,2,2,1,2,2,2,0
"11383",1,1,6,0,33,1,1,0,4,3,1,1,24,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"11384",1,1,3,8,8,1,1,0,1,2,1,1,24,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"11385",1,1,1,0,42,1,1,0,4,2,1,1,24,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1
"11386",1,1,3,0,9,1,1,0,1,2,10,1,24,2,2,2,1,1,2,2,2,2,2,3,2,2,1,1,2,2,0
"11387",2,2,1,0,8,1,1,0,1,2,1,1,24,2,1,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"11388",3,1,3,0,8,3,3,0,1,2,1,1,24,2,2,2,1,3,2,2,1,2,2,3,2,2,2,1,2,2,0
"11389",1,1,3,0,8,3,3,0,4,2,1,1,24,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"11390",2,1,4,0,33,1,1,0,4,3,1,1,24,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1
"11391",1,1,3,0,33,1,1,0,4,3,1,1,24,2,2,2,2,1,2,1,2,1,2,3,2,2,2,2,2,2,0
"11392",3,1,6,0,12,1,1,0,1,2,1,1,24,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"11393",1,2,1,0,24,1,1,0,3,1,1,1,24,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0
"11394",1,1,8,0,8,1,1,0,5,1,1,1,24,1,2,1,1,1,2,2,1,2,2,3,2,1,2,2,1,2,0
"11395",4,1,6,0,12,1,1,0,1,1,1,1,24,2,2,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,0
"11396",3,2,4,0,12,1,1,0,1,1,1,1,24,2,2,1,1,2,2,1,2,2,2,3,1,2,2,2,2,2,0
"11397",2,2,3,0,8,1,1,0,1,2,1,1,24,2,2,2,1,1,2,2,1,2,2,3,2,1,2,2,2,2,0
"11398",3,2,3,0,12,1,1,0,1,3,4,1,24,2,2,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,1
"11399",1,2,4,0,42,1,1,0,4,1,1,1,24,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,0
"11400",1,2,4,0,35,1,1,0,4,1,1,1,24,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,0
"11401",1,2,4,0,8,3,2,0,1,1,1,1,24,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1
"11402",3,2,2,0,12,1,1,0,1,3,1,1,24,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1
"11403",4,2,6,0,12,7,1,0,1,1,1,1,24,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"11404",1,2,3,0,8,1,1,0,1,3,1,1,24,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"11405",1,2,2,0,8,1,1,0,1,3,1,1,24,1,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,0
"11406",2,2,1,0,12,1,1,0,1,1,1,1,24,2,1,1,1,2,2,1,2,1,2,3,2,1,2,2,2,2,0
"11407",2,2,4,0,32,1,1,0,4,2,1,1,24,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"11408",2,3,1,0,12,1,1,0,1,2,1,1,24,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"11409",1,3,1,0,25,1,1,0,4,2,3,1,24,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1
"11410",4,3,3,0,12,1,1,0,1,1,1,1,24,2,2,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,0
"11411",4,3,2,0,12,2,2,0,1,3,1,1,24,1,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,0
"11412",1,3,4,0,30,1,1,0,4,3,1,1,24,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1
"11413",2,3,3,0,12,1,1,0,1,1,1,1,24,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"11414",2,3,6,0,12,1,1,0,1,3,1,1,24,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"11415",3,3,6,0,12,2,2,0,1,1,2,1,24,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"11416",3,3,2,0,12,3,2,0,1,3,1,1,24,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1
"11417",2,3,3,0,42,3,3,0,4,2,1,1,24,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"11418",3,3,2,0,12,1,1,0,1,5,1,2,24,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
"11419",1,3,1,0,8,1,1,0,1,2,1,1,24,2,1,2,1,1,2,2,1,2,2,3,2,1,2,2,2,2,0
"11420",1,3,4,0,32,1,1,0,4,4,1,1,24,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,0
"11421",1,3,3,0,8,1,1,0,1,2,1,1,24,2,2,2,1,1,2,2,1,2,2,3,2,2,1,1,2,2,0
"11422",1,3,6,0,8,2,2,0,1,1,1,1,24,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,1,2,0
"11423",2,3,3,0,38,1,1,0,4,2,10,1,24,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1
"11424",3,3,3,0,12,1,1,0,1,1,1,1,24,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"11425",6,3,1,0,12,1,1,0,1,1,1,3,24,2,1,1,2,3,2,1,2,1,2,3,1,2,2,2,1,2,0
"11426",1,3,3,0,30,1,1,0,4,2,1,1,24,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1
"11427",2,3,3,0,12,2,2,0,1,1,10,1,24,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"11428",2,3,3,0,8,1,1,0,1,4,1,1,24,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"11429",1,3,3,0,8,1,1,0,1,6,1,1,24,2,2,2,1,1,2,2,1,2,2,3,2,1,2,2,2,2,0
"11430",1,3,3,0,8,1,1,0,1,2,1,1,24,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"11431",5,3,3,0,12,8,1,0,1,1,2,1,24,1,2,1,1,3,2,1,2,2,2,3,2,1,1,2,2,2,0
"11432",1,3,1,0,24,1,1,0,3,6,1,1,24,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"11433",2,3,3,0,33,1,1,0,4,3,1,1,24,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"11434",1,3,4,0,34,1,1,0,4,3,1,1,24,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1
"11435",2,3,3,0,12,2,2,0,1,3,1,1,24,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,1,2,0
"11436",2,3,3,0,12,1,1,0,1,1,10,1,24,1,2,1,1,2,2,1,2,2,2,3,2,2,2,2,2,2,0
"11437",1,4,1,0,34,1,1,0,4,1,1,1,24,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,0
"11438",7,4,3,0,12,1,1,0,1,3,10,1,24,2,2,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,1
"11439",2,4,1,0,12,1,1,0,1,3,2,2,24,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1
"11440",1,4,2,0,24,5,1,0,4,2,2,1,24,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1
"11441",2,4,3,0,12,8,1,0,1,1,10,1,24,2,2,1,1,2,2,2,2,2,2,3,1,1,2,2,1,2,0
"11442",3,4,1,0,12,1,1,0,1,3,1,1,24,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1
"11443",1,4,6,0,33,1,1,0,4,1,1,1,24,2,2,1,1,1,2,2,2,2,2,3,2,1,2,2,2,2,0
"11444",1,4,3,0,42,1,1,0,4,2,1,1,24,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,0
"11445",6,4,3,0,34,1,1,0,4,2,2,1,24,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,0
"11446",1,4,4,0,30,1,1,0,4,2,1,1,24,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,0
"11447",1,4,3,0,1,1,1,0,4,1,10,1,24,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,0
"11448",1,3,3,0,8,2,2,0,1,1,2,1,24,2,2,1,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"11449",2,4,1,0,14,1,1,0,4,2,1,1,24,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"11450",2,4,4,0,5,1,1,0,1,1,1,1,24,1,2,2,1,1,2,2,2,2,2,3,2,1,2,2,2,2,0
"11451",2,4,3,0,12,8,1,0,1,1,1,1,24,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1
"11452",1,4,3,0,8,1,1,0,1,2,2,1,24,2,2,2,2,1,2,2,1,2,2,3,2,1,2,2,2,2,0
"11453",2,4,2,0,12,2,2,0,1,1,1,1,24,2,2,1,1,2,2,2,2,1,2,3,2,1,2,2,2,2,0
"11454",1,4,4,0,8,1,1,0,1,3,1,1,24,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"11455",4,4,3,0,12,1,1,0,1,1,10,3,24,1,2,1,1,3,2,2,2,2,2,3,2,2,2,2,1,2,0
"11456",5,3,3,0,12,1,1,0,1,2,10,1,24,2,2,2,1,3,2,1,2,2,2,3,2,2,1,1,1,2,0
"11457",1,4,3,0,1,1,1,0,1,3,1,1,24,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0
"11458",2,4,2,0,12,5,1,0,1,1,1,1,24,2,2,1,1,2,1,2,2,2,2,3,2,2,1,2,2,2,0
"11459",1,4,3,0,42,1,1,0,3,3,1,1,24,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1
"11460",2,4,4,0,24,1,1,0,4,2,1,1,24,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1
"11461",1,4,4,0,42,1,1,0,4,2,2,1,24,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"11462",1,4,3,0,53,1,1,0,4,5,1,1,24,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1
"11463",1,2,2,0,8,1,1,0,1,3,1,1,24,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,0
"11464",5,4,4,0,12,1,1,0,1,1,10,1,24,2,2,1,1,3,2,2,2,1,2,1,1,2,1,2,2,2,1
"11465",4,4,1,0,12,7,1,0,1,1,1,1,24,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,0
"11466",4,4,2,0,12,1,1,0,1,2,1,1,24,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,0
"11467",4,4,4,0,12,1,1,0,1,1,1,1,24,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"11468",2,4,4,0,12,1,1,0,1,1,1,1,24,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"11469",7,4,3,0,12,3,3,0,1,1,1,1,24,2,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,0
"11470",1,4,1,0,42,1,1,0,3,1,2,1,24,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0
"11471",2,4,4,0,1,1,1,0,1,1,1,1,24,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1
"11472",6,4,4,0,12,1,1,0,1,3,1,2,24,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,2,1
